ion_formula,charge,mz,class,reagent,phase,instrument,contributor,site,setting,biome,campaign,reference,peaklist_file
C14H20IO5,-,395.03610,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H24IO4,-,395.07248,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H28IO3,-,395.10887,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H32IO2,-,395.14525,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H7INO11,-,395.90693,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H11INO10,-,395.94332,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H15INO9,-,395.97970,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H15INO6,-,395.99496,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H19INO5,-,396.03134,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H23INO4,-,396.06773,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H24O10S,-,396.10957,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H31INO2,-,396.14050,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C21H32O5S,-,396.19759,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H6IO10S,-,396.87319,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H7ClIO9,-,396.88288,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H10IN2O10,-,396.93857,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H14IN2O9,-,396.97495,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H18IO7S,-,396.98235,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H18IO6,-,397.01536,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H22IO5,-,397.05175,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H26IO4,-,397.08813,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H30IO3,-,397.12452,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H34IO2,-,397.16090,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H9INO11,-,397.92258,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H13INO8S,-,397.94121,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H13INO10,-,397.95897,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H17INO6,-,398.01061,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H21INO5,-,398.04699,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H25INO4,-,398.08338,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H29INO3,-,398.11977,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C26H38O3,-,398.28264,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H8IO10S,-,398.88884,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H8IO9,-,398.92185,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H12IO8,-,398.95824,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H16IO7,-,398.99462,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H20IO6,-,399.03101,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H24IO5,-,399.06740,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H28IO4,-,399.10378,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H32IO3,-,399.14017,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H3INO11S,-,399.84770,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7INO10S,-,399.88409,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7INO12,-,399.90185,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H11INO8,-,399.95349,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H15INO8S,-,399.95686,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H15INO7,-,399.98987,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H19INO6,-,400.02626,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H23INO5,-,400.06264,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H27INO4,-,400.09903,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H31INO3,-,400.13542,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H10IO7S,-,400.91975,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H10IO12,-,400.92225,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H10IN2O8,-,400.94874,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H14IN2O7,-,400.98512,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H18IO7,-,401.01027,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H22IO6,-,401.04666,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H26IO5,-,401.08305,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H30IO4,-,401.11943,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H34IO3,-,401.15582,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H5INO11S,-,401.86335,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H9INO6,-,401.94801,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H13INO8,-,401.96914,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H13INO5,-,401.98439,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H17INO7,-,402.00552,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H21INO6,-,402.04191,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H25INO5,-,402.07829,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H29INO4,-,402.11468,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C18H28NO7S,-,402.15920,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IO11S,-,402.88375,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H8IO8S,-,402.89901,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IO13,-,402.90151,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H8IN2O9,-,402.92800,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H12IN2O8,-,402.96439,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H16IO5,-,403.00480,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H20IO4,-,403.04118,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H24IO3,-,403.07757,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H28IO5,-,403.09870,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C26H43O3,-,403.32177,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H7INO11S,-,403.87900,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H11INO7S,-,403.93064,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H11INO6,-,403.96366,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H15INO8,-,403.98479,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H19INO7,-,404.02117,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H23INO6,-,404.05756,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H27INO5,-,404.09394,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H6IO9S,-,404.87827,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H10IO11S,-,404.89940,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H10IO13,-,404.91716,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H14IO10S,-,404.93579,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H10IN2O9,-,404.94365,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H14IN2O8,-,404.98004,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H18IO5,-,405.02045,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H22IO7,-,405.04157,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H26IO3,-,405.09322,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C18H30IO2,-,405.12960,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H5INO11,-,405.89128,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H9INO5S,-,405.92516,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H9INO7,-,405.94292,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
